original_id,dataset,length_bucket,word_count,sentence,system,model_version,run_index,corrected,error,timestamp
conll14_490,conll14,short,15,They always have a choice about whether to undergo the genetic test or not .,languagetool,languagetool-6.8,1,They always have a choice about whether to undergo the genetic test or not.,,2026-06-23T14:51:19.981693
conll14_288,conll14,short,15,"More people ( relatives ) know her problem , more information channel is provided .",languagetool,languagetool-6.8,1,"More people (relatives) know her problem, more information channel is provided.",,2026-06-23T14:51:22.056593
conll14_513,conll14,short,12,A couple in China have a son of 5 years old .,languagetool,languagetool-6.8,1,A couple in China have a son of 5 years old.,,2026-06-23T14:51:24.127716
conll14_600,conll14,short,14,Social media has been playing a vital important role in our lives today .,languagetool,languagetool-6.8,1,Social media has been playing a vital important role in our lives today.,,2026-06-23T14:51:26.184940
conll14_26,conll14,short,10,"Above all , life is more important than secret .",languagetool,languagetool-6.8,1,"Above all, life is more important than secret.",,2026-06-23T14:51:28.248824
conll14_238,conll14,short,16,"However , many of the carriers are not strong enough to overcome the challenges oneself .",languagetool,languagetool-6.8,1,"However, many of the carriers are not strong enough to overcome the challenges oneself.",,2026-06-23T14:51:30.298569
conll14_801,conll14,short,16,"Thus , this makes Twitter and Facebook become one of the medium that we need .",languagetool,languagetool-6.8,1,"Thus, this makes Twitter and Facebook become one of the medium that we need.",,2026-06-23T14:51:32.368537
conll14_883,conll14,short,16,Some scholars argue that the usage of social media reduces the face-to-face connection between human .,languagetool,languagetool-6.8,1,Some scholars argue that the usage of social media reduces the face-to-face connection between human.,,2026-06-23T14:51:34.413006
conll14_813,conll14,short,15,"Thus , you can see that some students will browse facebook while attending lectures .",languagetool,languagetool-6.8,1,"Thus, you can see that some students will browse Facebook while attending lectures.",,2026-06-23T14:51:36.523697
conll14_876,conll14,short,12,There are over thousand miles between Singapore and these two countries .,languagetool,languagetool-6.8,1,There are over thousand miles between Singapore and these two countries.,,2026-06-23T14:51:38.582906
conll14_463,conll14,short,6,To tell or not to tell,languagetool,languagetool-6.8,1,To tell or not to tell,,2026-06-23T14:51:40.638217
conll14_1227,conll14,short,17,"Nowadays , with the advancement of technology , it is easy to communicate wherever you are .",languagetool,languagetool-6.8,1,"Nowadays, with the advancement of technology, it is easy to communicate wherever you are.",,2026-06-23T14:51:42.682853
conll14_819,conll14,short,16,"Nowadays , the use of the sociall media platforms is a commonplace in our lives .",languagetool,languagetool-6.8,1,"Nowadays, the use of the social media platforms is a commonplace in our lives.",,2026-06-23T14:51:44.761954
conll14_655,conll14,short,13,The space of separation between the parties must also be looked at .,languagetool,languagetool-6.8,1,The space of separation between the parties must also be looked at.,,2026-06-23T14:51:46.834136
conll14_624,conll14,short,13,"To some extent , this makes our life more luxry and blundering .",languagetool,languagetool-6.8,1,"To some extent, this makes our life more luxury and blundering.",,2026-06-23T14:51:48.885621
conll14_642,conll14,short,14,Communication would have took a different turn without the easily available social media .,languagetool,languagetool-6.8,1,Communication would have taken a different turn without the easily available social media.,,2026-06-23T14:51:50.938662
conll14_144,conll14,short,14,"When things come to genetic issues , it is not that simple anymore .",languagetool,languagetool-6.8,1,"When things come to genetic issues, it is not that simple anymore.",,2026-06-23T14:51:52.999094
conll14_914,conll14,medium,18,"On the other side , we need to rethink about the influences brought by the social media .",languagetool,languagetool-6.8,1,"On the other side, we need to rethink about the influences brought by the social media.",,2026-06-23T14:51:55.042647
conll14_115,conll14,medium,21,"Nevertheless , it will depend on what kind of genetic diseases , given in the context of current medical technology .",languagetool,languagetool-6.8,1,"Nevertheless, it will depend on what kind of genetic diseases, given in the context of current medical technology.",,2026-06-23T14:51:57.105809
conll14_1196,conll14,medium,22,Some may say that the appearance for these modern media will reduce the chance for people to communicate face to face .,languagetool,languagetool-6.8,1,Some may say that the appearance for these modern media will reduce the chance for people to communicate face to face.,,2026-06-23T14:51:59.171800
conll14_866,conll14,medium,22,We should maximize the benefits of such platforms but be careful of its impacts on the actual life that we have .,languagetool,languagetool-6.8,1,We should maximize the benefits of such platforms but be careful of its impacts on the actual life that we have.,,2026-06-23T14:52:01.232260
conll14_1303,conll14,medium,21,"A lot of people use their true information on social media sites , which can lead to crimes and deception .",languagetool,languagetool-6.8,1,"A lot of people use their true information on social media sites, which can lead to crimes and deception.",,2026-06-23T14:52:03.313788
conll14_1088,conll14,medium,18,We should take the advantages of the creatures we create and try to avoid the negative effects .,languagetool,languagetool-6.8,1,We should take the advantages of the creatures we create and try to avoid the negative effects.,,2026-06-23T14:52:05.379057
conll14_368,conll14,medium,21,"Especially when it is just a risk , the option is really his since he is not an actual sufferer .",languagetool,languagetool-6.8,1,"Especially when it is just a risk, the option is really his since he is not an actual sufferer.",,2026-06-23T14:52:07.452090
conll14_128,conll14,medium,22,"With regard to this choice given , there must be some rules to regulate and exercise personal freedom of decision making .",languagetool,languagetool-6.8,1,"With regard to this choice given, there must be some rules to regulate and exercise personal freedom of decision-making.",,2026-06-23T14:52:09.530899
conll14_443,conll14,medium,25,"The debatable question , an ethical dilemma , is that are people responsible for telling their relatives that they carry a known genetic risk ?",languagetool,languagetool-6.8,1,"The debatable question, an ethical dilemma, is that are people responsible for telling their relatives that they carry a known genetic risk ?",,2026-06-23T14:52:11.590990
conll14_942,conll14,medium,24,"Despite the luxury that is offered by social media , there are also harmful side effects which people may not realize it beforehand .",languagetool,languagetool-6.8,1,"Despite the luxury that is offered by social media, there are also harmful side effects which people may not realize it beforehand.",,2026-06-23T14:52:13.675947
conll14_211,conll14,medium,23,"When we were born , we were surrounded by our family and relatives , with them welcoming us to this new world .",languagetool,languagetool-6.8,1,"When we were born, we were surrounded by our family and relatives, with them welcoming us to this new world.",,2026-06-23T14:52:15.734443
conll14_1198,conll14,medium,21,"Firstly of all , social media can make it more convenient for people to make friends and contact each other .",languagetool,languagetool-6.8,1,"First of all, social media can make it more convenient for people to make friends and contact each other.",,2026-06-23T14:52:17.808523
conll14_95,conll14,medium,21,"However , if they already know they have a gene that may make them have higher possibilities to get hypertention .",languagetool,languagetool-6.8,1,"However, if they already know they have a gene that may make them have higher possibilities to get hypertension.",,2026-06-23T14:52:19.869929
conll14_441,conll14,medium,22,"Nowadays , people not only pursuit the comfort of their own life but also a better development of their following generations .",languagetool,languagetool-6.8,1,"Nowadays, people not only pursuit the comfort of their own life but also a better development of their following generations.",,2026-06-23T14:52:21.934160
conll14_1067,conll14,medium,19,"In this fast pace and competitive world , people may not able to keep in touch with others .",languagetool,languagetool-6.8,1,"In this fast pace and competitive world, people may not able to keep in touch with others.",,2026-06-23T14:52:23.994555
conll14_936,conll14,medium,25,"Facebook is like a combination of message and chatting service , personal profile , media of sharing , and other entertainment add-on ( i.e .",languagetool,languagetool-6.8,1,"Facebook is like a combination of message and chatting service, personal profile, media of sharing, and other entertainment add-on (i.e.",,2026-06-23T14:52:26.071014
conll14_329,conll14,medium,21,"To sum up , a carrier of a known genetic risk should be obligated to tell his or her relatives .",languagetool,languagetool-6.8,1,"To sum up, a carrier of a known genetic risk should be obligated to tell his or her relatives.",,2026-06-23T14:52:28.138390
conll14_952,conll14,medium,22,"Because of this , other people start to think that our lives are full of happiness with no problem at all .",languagetool,languagetool-6.8,1,"Because of this, other people start to think that our lives are full of happiness with no problem at all.",,2026-06-23T14:52:30.195065
conll14_1081,conll14,medium,21,"People are able to share the culture or pretty photos online , therefore others can spread the joy with them .",languagetool,languagetool-6.8,1,"People are able to share the culture or pretty photos online, therefore others can spread the joy with them.",,2026-06-23T14:52:32.241910
conll14_213,conll14,medium,22,"Hence , they should be the people be grateful for and the people we would like to share the joy together .",languagetool,languagetool-6.8,1,"Hence, they should be the people be grateful for and the people we would like to share the joy together.",,2026-06-23T14:52:34.315504
conll14_281,conll14,medium,22,"Otherwise , making it an obligation will restric the choice of carriers and bring a lot of confusion to their relatives .",languagetool,languagetool-6.8,1,"Otherwise, making it an obligation will restrict the choice of carriers and bring a lot of confusion to their relatives.",,2026-06-23T14:52:36.384076
conll14_458,conll14,medium,25,"However , if you tell the truth to your wife and relatives , you offer a chance about whether to have child or not .",languagetool,languagetool-6.8,1,"However, if you tell the truth to your wife and relatives, you offer a chance about whether to have child or not.",,2026-06-23T14:52:38.441986
conll14_250,conll14,medium,18,"Therefore , it is our responsibility to tell the relatives to prevent the occurrence of undesired consequences .",languagetool,languagetool-6.8,1,"Therefore, it is our responsibility to tell the relatives to prevent the occurrence of undesired consequences.",,2026-06-23T14:52:40.497660
conll14_1050,conll14,medium,22,"However , is it the same when we keep in touch with someone virtually compared to when we meet them personally ?",languagetool,languagetool-6.8,1,"However, is it the same when we keep in touch with someone virtually compared to when we meet them personally ?",,2026-06-23T14:52:42.564735
conll14_691,conll14,medium,19,"In addition , social network site can help you keep in touch with friends living very far away .",languagetool,languagetool-6.8,1,"In addition, social network site can help you keep in touch with friends living very far away.",,2026-06-23T14:52:44.624437
conll14_64,conll14,medium,25,"Otherwise , if the other parties did not know , they may end up with to have diabete in the future without any prevention .",languagetool,languagetool-6.8,1,"Otherwise, if the other parties did not know, they may end up with to have diabetes in the future without any prevention.",,2026-06-23T14:52:46.682032
conll14_1200,conll14,medium,18,Some will take long time and some are not efficient enough for people to get their response .,languagetool,languagetool-6.8,1,Some will take long time and some are not efficient enough for people to get their response.,,2026-06-23T14:52:48.749890
conll14_586,conll14,medium,25,"In some cases , a carrier can suffer tension within a family because the result is also related to the others ' risk somehow .",languagetool,languagetool-6.8,1,"In some cases, a carrier can suffer tension within a family because the result is also related to the others' risk somehow.",,2026-06-23T14:52:50.811067
conll14_542,conll14,medium,18,"When they grow up , they take care of the old parents and thank for their dedication .",languagetool,languagetool-6.8,1,"When they grow up, they take care of the old parents, and thanks for their dedication.",,2026-06-23T14:52:52.870095
conll14_271,conll14,medium,24,"When people want to check whether they are genetic risk carriers , they can go and approach a doctor to consult about it .",languagetool,languagetool-6.8,1,"When people want to check whether they are genetic risk carriers, they can go and approach a doctor to consult about it.",,2026-06-23T14:52:54.932373
conll14_363,conll14,medium,22,"In those diseases , many who are affected do actually have different physical characteristics compared to those without the genetic diseases .",languagetool,languagetool-6.8,1,"In those diseases, many who are affected do actually have different physical characteristics compared to those without the genetic diseases.",,2026-06-23T14:52:56.988912
conll14_1119,conll14,medium,23,"If some of my friends have horrible taste on clothes and he/she posts them often , I can simply block him/her off .",languagetool,languagetool-6.8,1,"If some of my friends have horrible taste on clothes and he/she posts them often, I can simply block him/her off.",,2026-06-23T14:52:59.059408
conll14_990,conll14,medium,18,Let 's examine the advantages and disadvantages of using social media in our daily life and society .,languagetool,languagetool-6.8,1,Let's examine the advantages and disadvantages of using social media in our daily life and society.,,2026-06-23T14:53:01.117659
conll14_392,conll14,medium,24,The other reason that parents should know the baby they have is a carrier of genetic risk is for a nation 's good .,languagetool,languagetool-6.8,1,The other reason that parents should know the baby they have is a carrier of genetic risk is for a nation's good.,,2026-06-23T14:53:03.179233
conll14_517,conll14,medium,23,"However , the wife actually had already known about the polygenetic disorder before the marriage and she did not tell her husband .",languagetool,languagetool-6.8,1,"However, the wife actually had already known about the polygenetic disorder before the marriage, and she did not tell her husband.",,2026-06-23T14:53:05.218984
conll14_427,conll14,medium,21,"For example , if an unmarried person has gene Aa and gene aa is sufficient for a very seriou disease .",languagetool,languagetool-6.8,1,"For example, if an unmarried person has gene AA and gene AA is sufficient for a very serious disease.",,2026-06-23T14:53:07.293302
conll14_938,conll14,medium,21,"Twitter , that has more simplified function compared to Facebook , gives more benefit if used as information sharing media .",languagetool,languagetool-6.8,1,"Twitter, that has more simplified function compared to Facebook, gives more benefit if used as information sharing media.",,2026-06-23T14:53:09.352666
conll14_1264,conll14,medium,18,"Therefore , people may not contact with the faraway friends and relatives unless there are something important .",languagetool,languagetool-6.8,1,"Therefore, people may not contact with the faraway friends and relatives unless there are something important.",,2026-06-23T14:53:11.412107
conll14_1111,conll14,medium,21,One can not truly understand a person with only stalking his/her facebook page where he/she carefully chooses what to present .,languagetool,languagetool-6.8,1,One can not truly understand a person with only stalking his/her Facebook page where he/she carefully chooses what to present.,,2026-06-23T14:53:13.500202
conll14_788,conll14,medium,19,A guy who is going travel for months can easily tell all of his friends about his activity .,languagetool,languagetool-6.8,1,A guy who is going travel for months can easily tell all of his friends about his activity.,,2026-06-23T14:53:15.568477
conll14_989,conll14,medium,25,"However , there are arguments that social media life brings in a reduction in face-to-face human contact , which in turn affects interpersonal skills .",languagetool,languagetool-6.8,1,"However, there are arguments that social media life brings in a reduction in face-to-face human contact, which in turn affects interpersonal skills.",,2026-06-23T14:53:17.632101
conll14_1162,conll14,medium,18,No pledge of authenticity risks people 's information and privacy that are shared on social media sites .,languagetool,languagetool-6.8,1,No pledge of authenticity risks people's information and privacy that are shared on social media sites.,,2026-06-23T14:53:19.702301
conll14_564,conll14,medium,23,"If he or her not get married , he or she must tell his or her partner that he carries disease gene .",languagetool,languagetool-6.8,1,"If he or her not get married, he or she must tell his or her partner that he carries disease gene.",,2026-06-23T14:53:21.748175
conll14_245,conll14,medium,24,"Lying on the bed for the remaining life , and even die immediately , these are the consequences which we can not imagine .",languagetool,languagetool-6.8,1,"Lying on the bed for the remaining life, and even die immediately, these are the consequences which we can not imagine.",,2026-06-23T14:53:23.803380
conll14_842,conll14,medium,21,"Social media sites like Facebook and Twitter are born with the intention of connecting people , from around the world .",languagetool,languagetool-6.8,1,"Social media sites like Facebook and Twitter are born with the intention of connecting people, from around the world.",,2026-06-23T14:53:25.862237
conll14_1161,conll14,medium,23,But there is possibility that the person on the other side is deceiving you in order to obtain your information against you .,languagetool,languagetool-6.8,1,But there is possibility that the person on the other side is deceiving you in order to obtain your information against you.,,2026-06-23T14:53:27.932464
conll14_373,conll14,medium,24,This information needs to be at least acknowledged by the other party before they make the decision to get married and have children .,languagetool,languagetool-6.8,1,This information needs to be at least acknowledged by the other party before they make the decision to get married and have children.,,2026-06-23T14:53:29.990282
conll14_754,conll14,medium,22,We can not be certain for sure the reliabilty or truth of some posts or information we received through the Inetrnet .,languagetool,languagetool-6.8,1,We can not be certain for sure the reliability or truth of some posts or information we received through the Internet.,,2026-06-23T14:53:32.057021
conll14_974,conll14,medium,19,Facebook and Twitter can serve as an alternative route to make connection between us and our old friends .,languagetool,languagetool-6.8,1,Facebook and Twitter can serve as an alternative route to make connection between us and our old friends.,,2026-06-23T14:53:34.126808
conll14_909,conll14,medium,22,"Even when people are thousands of miles apart , social media make it possible to have interaction by keep writing comments .",languagetool,languagetool-6.8,1,"Even when people are thousands of miles apart, social media make it possible to have interaction by keep writing comments.",,2026-06-23T14:53:36.214739
conll14_118,conll14,medium,21,"In conclusion , it will be considerate to inform the risk of getting the same genetic disease to the relatives .",languagetool,languagetool-6.8,1,"In conclusion, it will be considerate to inform the risk of getting the same genetic disease to the relatives.",,2026-06-23T14:53:38.272114
conll14_1089,conll14,medium,23,Social media sites suppose be a very useful and convenient tool to use and bring people get closer in this globalised world .,languagetool,languagetool-6.8,1,Social media sites suppose be a very useful and convenient tool to use and bring people get closer in this globalized world.,,2026-06-23T14:53:40.313071
conll14_625,conll14,medium,20,"For myself , I am long to some places after I saw those beatiful pictures taken by my firneds .",languagetool,languagetool-6.8,1,"For myself, I am long to some places after I saw those beautiful pictures taken by my friends.",,2026-06-23T14:53:42.392179
conll14_757,conll14,medium,22,"Thus , the lack of face-to-face human contact through social media restricts actual interaction which can be stimulated through the media .",languagetool,languagetool-6.8,1,"Thus, the lack of face-to-face human contact through social media restricts actual interaction which can be stimulated through the media.",,2026-06-23T14:53:44.450923
conll14_425,conll14,medium,25,"If a person is obliged to tell his/her relatives , he or she might be discriminated by those who do not carry this gene .",languagetool,languagetool-6.8,1,"If a person is obliged to tell his/her relatives, he or she might be discriminated by those who do not carry this gene.",,2026-06-23T14:53:46.508786
conll14_781,conll14,medium,23,"Also , they will not have enough experience to communicate with people in face and not be trained in their conversation skills .",languagetool,languagetool-6.8,1,"Also, they will not have enough experience to communicate with people in face and not be trained in their conversation skills.",,2026-06-23T14:53:48.591717
conll14_1306,conll14,medium,21,"Recent research has shown that the more people spend time on social media sites , the less they become ambitious .",languagetool,languagetool-6.8,1,"Recent research has shown that the more people spend time on social media sites, the less they become ambitious.",,2026-06-23T14:53:50.658034
conll14_225,conll14,medium,24,There are more intangible advantages that could support the stand of informing the relatives once the results are known after the test conducted .,languagetool,languagetool-6.8,1,There are more intangible advantages that could support the stand of informing the relatives once the results are known after the test conducted.,,2026-06-23T14:53:52.725854
conll14_439,conll14,medium,21,"In conclusion , a carrier of a known genetic risk should not be obligated to tell his or her relatives .",languagetool,languagetool-6.8,1,"In conclusion, a carrier of a known genetic risk should not be obligated to tell his or her relatives.",,2026-06-23T14:53:54.794280
conll14_537,conll14,medium,19,Once his or her family or relatives know that the person does not have the relation with them .,languagetool,languagetool-6.8,1,Once his or her family or relatives know that the person does not have the relation with them.,,2026-06-23T14:53:56.854886
conll14_405,conll14,medium,20,I think a carrier of a known genetic risk should not be obligated to tell his or her relatives .,languagetool,languagetool-6.8,1,I think a carrier of a known genetic risk should not be obligated to tell his or her relatives.,,2026-06-23T14:53:58.899600
conll14_728,conll14,medium,25,"Social media are able to improve relationship and make new friends , provided that there is mutual trust and mutual understanding between both parties .",languagetool,languagetool-6.8,1,"Social media are able to improve relationship and make new friends, provided that there is mutual trust and mutual understanding between both parties.",,2026-06-23T14:54:00.958616
conll14_1170,conll14,medium,19,"However , it also raised the concerns about whether it brings us more benefits or a human disaster .",languagetool,languagetool-6.8,1,"However, it also raised the concerns about whether it brings us more benefits or a human disaster.",,2026-06-23T14:54:03.030428
conll14_96,conll14,medium,18,They can build a daily habit to eat less salt and fat and thus to avoid hypertension .,languagetool,languagetool-6.8,1,They can build a daily habit to eat less salt and fat and thus to avoid hypertension.,,2026-06-23T14:54:05.103989
conll14_362,conll14,medium,18,"This is because many relate genetic diseases to those such as Bubble-Boy disease , autism or down-syndrome .",languagetool,languagetool-6.8,1,"This is because many relate genetic diseases to those such as Bubble-Boy disease, autism or down-syndrome.",,2026-06-23T14:54:07.161631
conll14_1291,conll14,medium,18,"In business area , social media is a good tool to develop and advertise products and services .",languagetool,languagetool-6.8,1,"In business area, social media is a good tool to develop and advertise products and services.",,2026-06-23T14:54:09.215934
conll14_849,conll14,medium,23,We may meet only once but we exchange our contact numbers as well as facebook account in order to keep in touch .,languagetool,languagetool-6.8,1,"We may meet only once, but we exchange our contact numbers as well as Facebook account in order to keep in touch.",,2026-06-23T14:54:11.323609
conll14_325,conll14,long,36,"In addition , doctors usually quote a statement , "" Prevention is better than curation "" ; this gives us an idea that preventing a disorder to happen has far more advantages than curing it .",languagetool,languagetool-6.8,1,"In addition, doctors usually quote a statement, "" Prevention is better than curation"" ; this gives us an idea that preventing a disorder to happen has far more advantages than curing it.",,2026-06-23T14:54:13.384454
