original_id,dataset,length_bucket,word_count,sentence,system,model_version,run_index,corrected,error,timestamp
conll14_1239,conll14,short,16,"Secondly , the social media sites can not only connect people with their friends closely .",gector,gector-2024-roberta-large,1,"Secondly , the social media sites can not only connect people with their friends closely .",,2026-06-23T13:25:30.140323
conll14_307,conll14,short,17,A strong mental condition and conviction must be build from within and from the closest ones .,gector,gector-2024-roberta-large,1,A strong mental condition and conviction must be built from within and from the closest ones .,,2026-06-23T13:25:31.262874
conll14_885,conll14,short,15,"Without the facial impression , it is easier to misunderstand the intention of speakers .",gector,gector-2024-roberta-large,1,"Without facial impression , it is easier to misunderstand the intention of speakers .",,2026-06-23T13:25:32.368280
conll14_434,conll14,short,14,However wife D is not even under the risk of having this disease .,gector,gector-2024-roberta-large,1,"However , wife D is not even under risk of having this disease .",,2026-06-23T13:25:34.159431
conll14_774,conll14,short,11,This can be easily seen in restaurants or cafes nowadays .,gector,gector-2024-roberta-large,1,This can be easily seen in restaurants or cafes nowadays .,,2026-06-23T13:25:34.722305
conll14_34,conll14,short,4,It is hereditary .,gector,gector-2024-roberta-large,1,It is hereditary .,,2026-06-23T13:25:35.306915
conll14_1143,conll14,short,15,It can take a few days or weeks for those to receive the messages .,gector,gector-2024-roberta-large,1,It can take a few days or weeks for those to receive the messages .,,2026-06-23T13:25:35.904198
conll14_88,conll14,short,9,"However , from the ethical point of view .",gector,gector-2024-roberta-large,1,"However , from an ethical point of view .",,2026-06-23T13:25:36.997064
conll14_567,conll14,short,9,There is a story I watched on TV .,gector,gector-2024-roberta-large,1,There is a story I watched on TV .,,2026-06-23T13:25:37.562010
conll14_467,conll14,short,12,There are really a lot of things we need to consider .,gector,gector-2024-roberta-large,1,There are really a lot of things we need to consider .,,2026-06-23T13:25:38.111229
conll14_923,conll14,short,17,"Lastly , it is easy for people to waste a lot of time using social media .",gector,gector-2024-roberta-large,1,"Lastly , it is easy for people to waste a lot of time using social media .",,2026-06-23T13:25:38.678965
conll14_460,conll14,short,9,This is the responsibility of being a parent .,gector,gector-2024-roberta-large,1,This is the responsibility of being a parent .,,2026-06-23T13:25:39.232554
conll14_574,conll14,short,14,"People can not avoid carrying the disease genes , which they born with .",gector,gector-2024-roberta-large,1,People can not avoid carrying the disease genes which they are born with .,,2026-06-23T13:25:40.396659
conll14_10,conll14,short,5,My answer is no .,gector,gector-2024-roberta-large,1,My answer is no .,,2026-06-23T13:25:40.974335
conll14_921,conll14,short,17,This is a potential danger for teenagers who are growing with social changes to get hurt .,gector,gector-2024-roberta-large,1,This is a potential danger for teenagers who are growing up with social changes to get hurt .,,2026-06-23T13:25:42.133086
conll14_623,conll14,short,16,"Besides , there are more people shwing their pictures of yummy food or travelling experience .",gector,gector-2024-roberta-large,1,"Besides , there are more people shwing their pictures of yummy food or travel experiences .",,2026-06-23T13:25:43.972586
conll14_604,conll14,short,16,"We know each others ' status , changements and so on through the social media .",gector,gector-2024-roberta-large,1,"We know each other 's status , changes and so on through social media .",,2026-06-23T13:25:46.389602
conll14_993,conll14,short,12,"Secondly , it helps people to keep in-touch with one another .",gector,gector-2024-roberta-large,1,"Secondly , it helps people to keep in touch with one another .",,2026-06-23T13:25:48.501476
conll14_224,conll14,short,11,This would avoid the rise of more family-related ethical dilemma .,gector,gector-2024-roberta-large,1,This would avoid the rise of more family-related ethical dilemmas .,,2026-06-23T13:25:50.061154
conll14_1096,conll14,short,13,"We share ideas , stories and forge friendship based on mutual respect .",gector,gector-2024-roberta-large,1,"We share ideas , stories and forge friendships based on mutual respect .",,2026-06-23T13:25:51.381604
conll14_1027,conll14,short,11,"However , as the government controls most of the media .",gector,gector-2024-roberta-large,1,"However , as the government controls most of the media .",,2026-06-23T13:25:52.011974
conll14_416,conll14,short,13,He runs a test and know that he has the gene AA .,gector,gector-2024-roberta-large,1,He runs a test and knows that he has the gene AA .,,2026-06-23T13:25:53.261793
conll14_559,conll14,short,13,Therefore there is nothing to be shy for or be afraid of .,gector,gector-2024-roberta-large,1,"Therefore , there is nothing to be shy about or be afraid of .",,2026-06-23T13:25:54.442046
conll14_768,conll14,short,17,It is obvious to see that internet saves people 's time and also connect people globally .,gector,gector-2024-roberta-large,1,It is obvious to see that the internet saves people 's time and also connects people globally .,,2026-06-23T13:25:55.617606
conll14_703,conll14,short,13,"In addition , cyber relationship can not always work in real life .",gector,gector-2024-roberta-large,1,"In addition , cyber relationships can not always work in real life .",,2026-06-23T13:25:56.923271
conll14_1197,conll14,short,16,This essay will illustrate the pros and cons of using social media in modern society .,gector,gector-2024-roberta-large,1,This essay will illustrate the pros and cons of using social media in modern society .,,2026-06-23T13:25:57.515886
conll14_101,conll14,short,16,It is able to detect the illnesses or diseases and even a child 's parentage .,gector,gector-2024-roberta-large,1,It is able to detect illnesses or diseases and even a child 's parentage .,,2026-06-23T13:25:58.688321
conll14_74,conll14,short,9,Privicy protection belongs to one 's human rights .,gector,gector-2024-roberta-large,1,Privicy protection belongs to one 's human rights .,,2026-06-23T13:25:59.272593
conll14_999,conll14,short,16,"However , social media sites also have its second side of negative impact on human .",gector,gector-2024-roberta-large,1,"However , social media sites also have a second side of a negative impact on humans .",,2026-06-23T13:26:00.448875
conll14_294,conll14,short,13,The people with albinism have sensitive skin and it needs regular treatment .,gector,gector-2024-roberta-large,1,People with albinism have sensitive skin and it needs regular treatment .,,2026-06-23T13:26:01.599815
conll14_291,conll14,short,9,"So , they have to also prepare mentally .",gector,gector-2024-roberta-large,1,"So , they have to also prepare mentally .",,2026-06-23T13:26:02.171519
conll14_490,conll14,short,15,They always have a choice about whether to undergo the genetic test or not .,gector,gector-2024-roberta-large,1,They always have a choice about whether to undergo the genetic test or not .,,2026-06-23T13:26:02.732719
conll14_288,conll14,short,15,"More people ( relatives ) know her problem , more information channel is provided .",gector,gector-2024-roberta-large,1,"More people ( relatives ) know her problem , more information channels are provided .",,2026-06-23T13:26:03.931767
conll14_513,conll14,short,12,A couple in China have a son of 5 years old .,gector,gector-2024-roberta-large,1,A couple in China have a son of 5 years old .,,2026-06-23T13:26:04.483970
conll14_600,conll14,short,14,Social media has been playing a vital important role in our lives today .,gector,gector-2024-roberta-large,1,Social media has been playing a vital important role in our lives today .,,2026-06-23T13:26:05.051501
conll14_26,conll14,short,10,"Above all , life is more important than secret .",gector,gector-2024-roberta-large,1,"Above all , life is more important than secrets .",,2026-06-23T13:26:06.239981
conll14_238,conll14,short,16,"However , many of the carriers are not strong enough to overcome the challenges oneself .",gector,gector-2024-roberta-large,1,"However , many of the carriers are not strong enough to overcome the challenges oneself .",,2026-06-23T13:26:06.799954
conll14_801,conll14,short,16,"Thus , this makes Twitter and Facebook become one of the medium that we need .",gector,gector-2024-roberta-large,1,"Thus , this makes Twitter and Facebook become one of the mediums that we need .",,2026-06-23T13:26:07.902957
conll14_883,conll14,short,16,Some scholars argue that the usage of social media reduces the face-to-face connection between human .,gector,gector-2024-roberta-large,1,Some scholars argue that the usage of social media reduces the face-to-face connection between humans .,,2026-06-23T13:26:09.019973
conll14_813,conll14,short,15,"Thus , you can see that some students will browse facebook while attending lectures .",gector,gector-2024-roberta-large,1,"Thus , you can see that some students will browse Facebook while attending lectures .",,2026-06-23T13:26:10.145851
conll14_876,conll14,short,12,There are over thousand miles between Singapore and these two countries .,gector,gector-2024-roberta-large,1,There are over a thousand miles between Singapore and these two countries .,,2026-06-23T13:26:11.279234
conll14_463,conll14,short,6,To tell or not to tell,gector,gector-2024-roberta-large,1,To tell or not to tell,,2026-06-23T13:26:11.838534
conll14_1227,conll14,short,17,"Nowadays , with the advancement of technology , it is easy to communicate wherever you are .",gector,gector-2024-roberta-large,1,"Nowadays , with the advancement of technology , it is easy to communicate wherever you are .",,2026-06-23T13:26:12.401682
conll14_819,conll14,short,16,"Nowadays , the use of the sociall media platforms is a commonplace in our lives .",gector,gector-2024-roberta-large,1,"Nowadays , the use of social media platforms is a commonplace in our lives .",,2026-06-23T13:26:13.589745
conll14_655,conll14,short,13,The space of separation between the parties must also be looked at .,gector,gector-2024-roberta-large,1,The space of separation between the parties must also be looked at .,,2026-06-23T13:26:14.151412
conll14_624,conll14,short,13,"To some extent , this makes our life more luxry and blundering .",gector,gector-2024-roberta-large,1,"To some extent , this makes our life more luxurious and blundering .",,2026-06-23T13:26:15.884613
conll14_642,conll14,short,14,Communication would have took a different turn without the easily available social media .,gector,gector-2024-roberta-large,1,Communication would have taken a different turn without the easily available social media .,,2026-06-23T13:26:16.991201
conll14_144,conll14,short,14,"When things come to genetic issues , it is not that simple anymore .",gector,gector-2024-roberta-large,1,"When things come to genetic issues , it is not that simple anymore .",,2026-06-23T13:26:17.559426
conll14_914,conll14,medium,18,"On the other side , we need to rethink about the influences brought by the social media .",gector,gector-2024-roberta-large,1,"On the other hand , we need to rethink the influences brought by the social media .",,2026-06-23T13:26:18.693449
conll14_115,conll14,medium,21,"Nevertheless , it will depend on what kind of genetic diseases , given in the context of current medical technology .",gector,gector-2024-roberta-large,1,"Nevertheless , it will depend on what kind of genetic diseases , given in the context of current medical technology .",,2026-06-23T13:26:19.260100
conll14_1196,conll14,medium,22,Some may say that the appearance for these modern media will reduce the chance for people to communicate face to face .,gector,gector-2024-roberta-large,1,Some may say that the appearance of these modern media will reduce the chance for people to communicate face to face .,,2026-06-23T13:26:20.380057
conll14_866,conll14,medium,22,We should maximize the benefits of such platforms but be careful of its impacts on the actual life that we have .,gector,gector-2024-roberta-large,1,We should maximize the benefits of such platforms but be careful of their impacts on the current life that we have .,,2026-06-23T13:26:21.525460
conll14_1303,conll14,medium,21,"A lot of people use their true information on social media sites , which can lead to crimes and deception .",gector,gector-2024-roberta-large,1,"A lot of people use their true information on social media sites , which can lead to crimes and deception .",,2026-06-23T13:26:22.145581
conll14_1088,conll14,medium,18,We should take the advantages of the creatures we create and try to avoid the negative effects .,gector,gector-2024-roberta-large,1,We should take advantage of the creatures we create and try to avoid the negative effects .,,2026-06-23T13:26:24.081068
conll14_368,conll14,medium,21,"Especially when it is just a risk , the option is really his since he is not an actual sufferer .",gector,gector-2024-roberta-large,1,"Especially when it is just a risk , the option is really his since he is not an actual sufferer .",,2026-06-23T13:26:24.656640
conll14_128,conll14,medium,22,"With regard to this choice given , there must be some rules to regulate and exercise personal freedom of decision making .",gector,gector-2024-roberta-large,1,"With regard to this choice given , there must be some rules to regulate and exercise personal freedom of decision making .",,2026-06-23T13:26:25.219100
conll14_443,conll14,medium,25,"The debatable question , an ethical dilemma , is that are people responsible for telling their relatives that they carry a known genetic risk ?",gector,gector-2024-roberta-large,1,"The debatable question , an ethical dilemma , is that are people responsible for telling their relatives that they carry a known genetic risk ?",,2026-06-23T13:26:25.796642
conll14_942,conll14,medium,24,"Despite the luxury that is offered by social media , there are also harmful side effects which people may not realize it beforehand .",gector,gector-2024-roberta-large,1,"Despite the luxury that is offered by social media , there are also harmful side effects which people may not realize beforehand .",,2026-06-23T13:26:26.985235
conll14_211,conll14,medium,23,"When we were born , we were surrounded by our family and relatives , with them welcoming us to this new world .",gector,gector-2024-roberta-large,1,"When we were born , we were surrounded by our family and relatives , with them welcoming us to this new world .",,2026-06-23T13:26:27.575816
conll14_1198,conll14,medium,21,"Firstly of all , social media can make it more convenient for people to make friends and contact each other .",gector,gector-2024-roberta-large,1,"Firstly of all , social media can make it more convenient for people to make friends and contact each other .",,2026-06-23T13:26:28.145215
conll14_95,conll14,medium,21,"However , if they already know they have a gene that may make them have higher possibilities to get hypertention .",gector,gector-2024-roberta-large,1,"However , if they already know they have a gene that may make them have higher possibilities of getting hypertention .",,2026-06-23T13:26:29.334271
conll14_441,conll14,medium,22,"Nowadays , people not only pursuit the comfort of their own life but also a better development of their following generations .",gector,gector-2024-roberta-large,1,"Nowadays , people not only pursue the comfort of their own life but also the better development of future generations .",,2026-06-23T13:26:31.060272
conll14_1067,conll14,medium,19,"In this fast pace and competitive world , people may not able to keep in touch with others .",gector,gector-2024-roberta-large,1,"In this fast - paced and competitive world , people may not be able to keep in touch with others .",,2026-06-23T13:26:32.198215
conll14_936,conll14,medium,25,"Facebook is like a combination of message and chatting service , personal profile , media of sharing , and other entertainment add-on ( i.e .",gector,gector-2024-roberta-large,1,"Facebook is like a combination of a message and chatting service , personal profile , medium sharing , and other entertainment add-ons ( i.e .",,2026-06-23T13:26:33.391643
conll14_329,conll14,medium,21,"To sum up , a carrier of a known genetic risk should be obligated to tell his or her relatives .",gector,gector-2024-roberta-large,1,"To sum up , a carrier of a known genetic risk should be obligated to tell his or her relatives .",,2026-06-23T13:26:33.968456
conll14_952,conll14,medium,22,"Because of this , other people start to think that our lives are full of happiness with no problem at all .",gector,gector-2024-roberta-large,1,"Because of this , other people start to think that our lives are full of happiness with no problems at all .",,2026-06-23T13:26:35.101341
conll14_1081,conll14,medium,21,"People are able to share the culture or pretty photos online , therefore others can spread the joy with them .",gector,gector-2024-roberta-large,1,"People are able to share the culture or pretty photos online . , therefore others can spread the joy with them .",,2026-06-23T13:26:36.293206
conll14_213,conll14,medium,22,"Hence , they should be the people be grateful for and the people we would like to share the joy together .",gector,gector-2024-roberta-large,1,"Hence , they should be the people we be grateful to and the people we would like to share the joy with .",,2026-06-23T13:26:37.408982
conll14_281,conll14,medium,22,"Otherwise , making it an obligation will restric the choice of carriers and bring a lot of confusion to their relatives .",gector,gector-2024-roberta-large,1,"Otherwise , making it an obligation will restric the choice of carriers and bring a lot of confusion for their relatives .",,2026-06-23T13:26:38.568729
conll14_458,conll14,medium,25,"However , if you tell the truth to your wife and relatives , you offer a chance about whether to have child or not .",gector,gector-2024-roberta-large,1,"However , if you tell the truth to your wife and relatives , you offer a chance about whether to have children or not .",,2026-06-23T13:26:39.771735
conll14_250,conll14,medium,18,"Therefore , it is our responsibility to tell the relatives to prevent the occurrence of undesired consequences .",gector,gector-2024-roberta-large,1,"Therefore , it is our responsibility to tell the relatives to prevent the occurrence of undesired consequences .",,2026-06-23T13:26:40.327645
conll14_1050,conll14,medium,22,"However , is it the same when we keep in touch with someone virtually compared to when we meet them personally ?",gector,gector-2024-roberta-large,1,"However , is it the same when we keep in touch with someone virtually compared to when we meet them personally ?",,2026-06-23T13:26:40.890119
conll14_691,conll14,medium,19,"In addition , social network site can help you keep in touch with friends living very far away .",gector,gector-2024-roberta-large,1,"In addition , social network sites can help you keep in touch with friends living very far away .",,2026-06-23T13:26:41.986699
conll14_64,conll14,medium,25,"Otherwise , if the other parties did not know , they may end up with to have diabete in the future without any prevention .",gector,gector-2024-roberta-large,1,"Otherwise , if the other parties do not know , they may end up having diabete in the future without any prevention .",,2026-06-23T13:26:43.734508
conll14_1200,conll14,medium,18,Some will take long time and some are not efficient enough for people to get their response .,gector,gector-2024-roberta-large,1,Some will take a long time and some are not efficient enough for people to get their response .,,2026-06-23T13:26:44.871944
conll14_586,conll14,medium,25,"In some cases , a carrier can suffer tension within a family because the result is also related to the others ' risk somehow .",gector,gector-2024-roberta-large,1,"In some cases , a carrier can suffer tension within a family because the result is also related to the others ' risk somehow .",,2026-06-23T13:26:45.457215
conll14_542,conll14,medium,18,"When they grow up , they take care of the old parents and thank for their dedication .",gector,gector-2024-roberta-large,1,"When they grow up , they take care of their old parents and thank them for their dedication .",,2026-06-23T13:26:46.604271
conll14_271,conll14,medium,24,"When people want to check whether they are genetic risk carriers , they can go and approach a doctor to consult about it .",gector,gector-2024-roberta-large,1,"When people want to check whether they are genetic risk carriers , they can go and approach a doctor to consult about it .",,2026-06-23T13:26:47.161252
conll14_363,conll14,medium,22,"In those diseases , many who are affected do actually have different physical characteristics compared to those without the genetic diseases .",gector,gector-2024-roberta-large,1,"In those diseases , many who are affected do actually have different physical characteristics compared to those without the genetic diseases .",,2026-06-23T13:26:47.727495
conll14_1119,conll14,medium,23,"If some of my friends have horrible taste on clothes and he/she posts them often , I can simply block him/her off .",gector,gector-2024-roberta-large,1,"If some of my friends have horrible taste in clothes and he/she posts them often , I can simply block him/her off .",,2026-06-23T13:26:48.841689
conll14_990,conll14,medium,18,Let 's examine the advantages and disadvantages of using social media in our daily life and society .,gector,gector-2024-roberta-large,1,Let 's examine the advantages and disadvantages of using social media in our daily life and society .,,2026-06-23T13:26:49.404428
conll14_392,conll14,medium,24,The other reason that parents should know the baby they have is a carrier of genetic risk is for a nation 's good .,gector,gector-2024-roberta-large,1,The other reason why parents should know the baby they have is a carrier of genetic risk is for the nation 's good .,,2026-06-23T13:26:50.523136
conll14_517,conll14,medium,23,"However , the wife actually had already known about the polygenetic disorder before the marriage and she did not tell her husband .",gector,gector-2024-roberta-large,1,"However , the wife actually had already known about the polygenetic disorder before the marriage and she did not tell her husband .",,2026-06-23T13:26:51.084807
conll14_427,conll14,medium,21,"For example , if an unmarried person has gene Aa and gene aa is sufficient for a very seriou disease .",gector,gector-2024-roberta-large,1,"For example , if an unmarried person has gene Aa and gene aa is sufficient for a very serious disease .",,2026-06-23T13:26:52.213058
conll14_938,conll14,medium,21,"Twitter , that has more simplified function compared to Facebook , gives more benefit if used as information sharing media .",gector,gector-2024-roberta-large,1,"Twitter , which has a more simplified function compared to Facebook , gives more benefit if used as an information sharing medium .",,2026-06-23T13:26:54.098102
conll14_1264,conll14,medium,18,"Therefore , people may not contact with the faraway friends and relatives unless there are something important .",gector,gector-2024-roberta-large,1,"Therefore , people may not contact faraway friends and relatives unless there is something important .",,2026-06-23T13:26:55.380564
conll14_1111,conll14,medium,21,One can not truly understand a person with only stalking his/her facebook page where he/she carefully chooses what to present .,gector,gector-2024-roberta-large,1,One can not truly understand a person by only stalking his/her Facebook page where he/she carefully chooses what to present .,,2026-06-23T13:26:56.627053
conll14_788,conll14,medium,19,A guy who is going travel for months can easily tell all of his friends about his activity .,gector,gector-2024-roberta-large,1,A guy who is going to travel for months can easily tell all of his friends about his activity .,,2026-06-23T13:26:57.821398
conll14_989,conll14,medium,25,"However , there are arguments that social media life brings in a reduction in face-to-face human contact , which in turn affects interpersonal skills .",gector,gector-2024-roberta-large,1,"However , there are arguments that social media brings about a reduction in face-to-face human contact , which in turn affects interpersonal skills .",,2026-06-23T13:26:58.955685
conll14_1162,conll14,medium,18,No pledge of authenticity risks people 's information and privacy that are shared on social media sites .,gector,gector-2024-roberta-large,1,No pledge of authenticity risks people 's information and privacy that are shared on social media sites .,,2026-06-23T13:26:59.566350
conll14_564,conll14,medium,23,"If he or her not get married , he or she must tell his or her partner that he carries disease gene .",gector,gector-2024-roberta-large,1,"If he or she does not get married , he or she must tell his or her partner that he carries the disease gene .",,2026-06-23T13:27:01.256723
conll14_245,conll14,medium,24,"Lying on the bed for the remaining life , and even die immediately , these are the consequences which we can not imagine .",gector,gector-2024-roberta-large,1,"lying on the bed for the remaining life , and even dying immediately . These are the consequences which we can not imagine .",,2026-06-23T13:27:02.385392
conll14_842,conll14,medium,21,"Social media sites like Facebook and Twitter are born with the intention of connecting people , from around the world .",gector,gector-2024-roberta-large,1,Social media sites like Facebook and Twitter were born with the intention of connecting people from around the world .,,2026-06-23T13:27:03.590878
conll14_1161,conll14,medium,23,But there is possibility that the person on the other side is deceiving you in order to obtain your information against you .,gector,gector-2024-roberta-large,1,But there is a possibility that the person on the other side is deceiving you in order to obtain your information against you .,,2026-06-23T13:27:04.730048
conll14_373,conll14,medium,24,This information needs to be at least acknowledged by the other party before they make the decision to get married and have children .,gector,gector-2024-roberta-large,1,This information needs to be at least acknowledged by the other party before they make the decision to get married and have children .,,2026-06-23T13:27:05.332992
conll14_754,conll14,medium,22,We can not be certain for sure the reliabilty or truth of some posts or information we received through the Inetrnet .,gector,gector-2024-roberta-large,1,We can not be certain for sure about the reliabilty or truth of some posts or information we receive through the Internet .,,2026-06-23T13:27:06.582896
conll14_974,conll14,medium,19,Facebook and Twitter can serve as an alternative route to make connection between us and our old friends .,gector,gector-2024-roberta-large,1,Facebook and Twitter can serve as an alternative route to make connections between us and our old friends .,,2026-06-23T13:27:07.755098
conll14_909,conll14,medium,22,"Even when people are thousands of miles apart , social media make it possible to have interaction by keep writing comments .",gector,gector-2024-roberta-large,1,"Even when people are thousands of miles apart , social media makes it possible to have interaction by keeping writing comments .",,2026-06-23T13:27:08.881206
conll14_118,conll14,medium,21,"In conclusion , it will be considerate to inform the risk of getting the same genetic disease to the relatives .",gector,gector-2024-roberta-large,1,"In conclusion , it would be considerate to inform the risk of getting the same genetic disease in relatives .",,2026-06-23T13:27:10.580175
conll14_1089,conll14,medium,23,Social media sites suppose be a very useful and convenient tool to use and bring people get closer in this globalised world .,gector,gector-2024-roberta-large,1,Social media sites are supposed to be a very useful and convenient tool to use and bring people closer in this globalised world .,,2026-06-23T13:27:12.312319
conll14_625,conll14,medium,20,"For myself , I am long to some places after I saw those beatiful pictures taken by my firneds .",gector,gector-2024-roberta-large,1,"For myself , I long to some places after I saw those beautiful pictures taken by my friends .",,2026-06-23T13:27:13.587209
conll14_757,conll14,medium,22,"Thus , the lack of face-to-face human contact through social media restricts actual interaction which can be stimulated through the media .",gector,gector-2024-roberta-large,1,"Thus , the lack of face-to-face human contact through social media restricts actual interaction which can be stimulated through the media .",,2026-06-23T13:27:14.169920
conll14_425,conll14,medium,25,"If a person is obliged to tell his/her relatives , he or she might be discriminated by those who do not carry this gene .",gector,gector-2024-roberta-large,1,"If a person is obliged to tell his/her relatives , he or she might be discriminated against by those who do not carry this gene .",,2026-06-23T13:27:15.334347
conll14_781,conll14,medium,23,"Also , they will not have enough experience to communicate with people in face and not be trained in their conversation skills .",gector,gector-2024-roberta-large,1,"Also , they will not have enough experience of communicating with people and will not be trained in their conversation skills .",,2026-06-23T13:27:18.257885
conll14_1306,conll14,medium,21,"Recent research has shown that the more people spend time on social media sites , the less they become ambitious .",gector,gector-2024-roberta-large,1,"Recent research has shown that the more people spend time on social media sites , the less they become ambitious .",,2026-06-23T13:27:18.832109
conll14_225,conll14,medium,24,There are more intangible advantages that could support the stand of informing the relatives once the results are known after the test conducted .,gector,gector-2024-roberta-large,1,There are more intangible advantages that could support the stand of informing the relatives once the results are known after the test is conducted .,,2026-06-23T13:27:19.973096
conll14_439,conll14,medium,21,"In conclusion , a carrier of a known genetic risk should not be obligated to tell his or her relatives .",gector,gector-2024-roberta-large,1,"In conclusion , a carrier of a known genetic risk should not be obligated to tell his or her relatives .",,2026-06-23T13:27:20.539971
conll14_537,conll14,medium,19,Once his or her family or relatives know that the person does not have the relation with them .,gector,gector-2024-roberta-large,1,Once his or her family or relatives know that the person does not have a relationship with them .,,2026-06-23T13:27:21.675889
conll14_405,conll14,medium,20,I think a carrier of a known genetic risk should not be obligated to tell his or her relatives .,gector,gector-2024-roberta-large,1,I think a carrier of a known genetic risk should not be obligated to tell his or her relatives .,,2026-06-23T13:27:22.251896
conll14_728,conll14,medium,25,"Social media are able to improve relationship and make new friends , provided that there is mutual trust and mutual understanding between both parties .",gector,gector-2024-roberta-large,1,"Social media are able to improve relationships and make new friends , provided that there is mutual trust and mutual understanding between both parties .",,2026-06-23T13:27:23.548494
conll14_1170,conll14,medium,19,"However , it also raised the concerns about whether it brings us more benefits or a human disaster .",gector,gector-2024-roberta-large,1,"However , it also raised concerns about whether it brings us more benefits or is a human disaster .",,2026-06-23T13:27:24.657133
conll14_96,conll14,medium,18,They can build a daily habit to eat less salt and fat and thus to avoid hypertension .,gector,gector-2024-roberta-large,1,They can build a daily habit of eating less salt and fat and thus avoid hypertension .,,2026-06-23T13:27:26.400481
conll14_362,conll14,medium,18,"This is because many relate genetic diseases to those such as Bubble-Boy disease , autism or down-syndrome .",gector,gector-2024-roberta-large,1,"This is because many relate genetic diseases to those such as Bubble-Boy disease , autism or down-syndrome .",,2026-06-23T13:27:26.959662
conll14_1291,conll14,medium,18,"In business area , social media is a good tool to develop and advertise products and services .",gector,gector-2024-roberta-large,1,"In the business area , social media is a good tool to develop and advertise products and services .",,2026-06-23T13:27:28.120146
conll14_849,conll14,medium,23,We may meet only once but we exchange our contact numbers as well as facebook account in order to keep in touch .,gector,gector-2024-roberta-large,1,We may meet only once but we exchange our contact numbers as well as Facebook accounts in order to keep in touch .,,2026-06-23T13:27:29.240174
